"author_id";"name";"count"
278;"approved";7
278;"cncf-cla: yes";10
278;"do-not-merge/release-note-label-needed";2
278;"lgtm";7
278;"lifecycle/rotten";1
278;"needs-rebase";2
278;"release-note";1
278;"release-note-none";7
278;"sig/storage";9
278;"size/L";3
278;"size/M";4
278;"size/S";1
278;"size/XS";2
354;"area/kube-proxy";1
354;"cncf-cla: yes";2
354;"do-not-merge/work-in-progress";1
354;"kind/api-change";1
354;"kind/bug";1
354;"lifecycle/rotten";1
354;"needs-rebase";1
354;"release-note-none";2
354;"sig/network";1
354;"size/XL";1
354;"size/XS";1
20809;"backport-requested-v6.x";1
20809;"backport-requested-v8.x";1
20809;"baking-for-lts";1
20809;"buffer";1
20809;"build";1
20809;"C++";1
20809;"dont-land-on-v6.x";20
20809;"http2";21
20809;"land-on-v8.x";1
20809;"lts-watch-v6.x";1
20809;"meta";1
20809;"performance";2
20809;"python";1
20809;"test";6
20809;"tls";1
23304;"approved";7
23304;"cherrypick-approved";1
23304;"cncf-cla: yes";9
23304;"do-not-merge/cherry-pick-not-approved";1
23304;"do-not-merge/release-note-label-needed";1
23304;"do-not-merge/work-in-progress";1
23304;"kind/bug";4
23304;"lgtm";6
23304;"priority/critical-urgent";1
23304;"release-note";4
23304;"release-note-none";4
23304;"retest-not-required-docs-only";1
23304;"sig/api-machinery";1
23304;"sig/cluster-lifecycle";2
23304;"sig/node";1
23304;"sig/openstack";3
23304;"sig/storage";1
23304;"size/L";1
23304;"size/M";4
23304;"size/S";1
23304;"size/XS";3
23304;"status/approved-for-milestone";1
47313;"BC Break";2
47313;"Bug";1
47313;"Deprecation";2
47313;"Feature";5
47313;"FrameworkBundle";1
47313;"HttpKernel";2
47313;"Status: Needs Review";8
47313;"Status: Reviewed";1
47313;"WebProfilerBundle";1
52195;"dont-land-on-v6.x";3
52195;"fs";1
52195;"http";2
52195;"semver-major";1
52195;"test";1
57224;"Bug";1
57224;"DependencyInjection";1
57224;"Feature";1
57224;"FrameworkBundle";1
57224;"Status: Needs Review";1
57224;"Status: Reviewed";1
73419;"Bug";4
73419;"Debug";1
73419;"Deprecation";1
73419;"Feature";1
73419;"HttpKernel";1
73419;"Status: Needs Review";5
73419;"Status: Reviewed";1
73419;"TwigBundle";1
73419;"WebProfilerBundle";5
87088;"approved";1
87088;"cncf-cla: yes";1
