"author_id";"name";"count"
278;"approved";3
278;"cncf-cla: yes";4
278;"lgtm";4
278;"needs-rebase";1
278;"priority/critical-urgent";1
278;"release-note";2
278;"release-note-none";2
278;"sig/aws";1
278;"sig/storage";1
278;"size/M";2
278;"size/XS";2
354;"approved";2
354;"cherrypick-approved";1
354;"cncf-cla: yes";2
354;"kind/bug";2
354;"lgtm";2
354;"release-note";1
354;"release-note-none";1
354;"sig/api-machinery";1
354;"sig/node";1
354;"size/L";1
354;"size/M";1
17607;"backported-to-v6.x";1
17607;"C++";3
17607;"doc";1
17607;"dont-land-on-v4.x";1
17607;"dont-land-on-v6.x";4
17607;"inspector";2
17607;"lts-watch-v6.x";2
17607;"net";2
17607;"semver-minor";4
17607;"test";2
47313;"BC Break";1
47313;"Bug";1
47313;"Deprecation";1
47313;"Feature";1
47313;"FrameworkBundle";1
47313;"HttpFoundation";2
47313;"Status: Needs Review";7
52195;"backport-requested-v6.x";1
52195;"baking-for-lts";1
52195;"doc";1
52195;"dont-land-on-v4.x";1
52195;"dont-land-on-v6.x";1
52195;"fs";1
52195;"lts-watch-v6.x";1
52195;"stream";3
52195;"util";1
52195;"zlib";1
54666;"baking-for-lts";2
54666;"child_process";3
54666;"dont-land-on-v4.x";2
54666;"dont-land-on-v6.x";3
54666;"events";1
54666;"http";2
54666;"lts-watch-v6.x";2
54666;"net";1
54666;"performance";4
54666;"process";2
54666;"semver-major";1
54666;"test";2
54666;"tools";1
57224;"DependencyInjection";1
57224;"Status: Needs Review";1
73419;"Bug";3
73419;"Feature";1
73419;"Status: Needs Review";4
73419;"Stopwatch";1
73419;"WebProfilerBundle";3
87088;"approved";5
87088;"cncf-cla: yes";5
87088;"lgtm";5
87088;"release-note-none";5
87088;"sig/storage";1
87088;"size/M";2
87088;"size/S";1
87088;"size/XS";2
96947;"aix";1
96947;"async_hooks";5
96947;"backported-to-v6.x";1
96947;"backported-to-v9.x";1
96947;"backport-requested-v6.x";3
96947;"benchmark";1
96947;"build";6
96947;"C++";1
96947;"child_process";1
96947;"cluster";1
96947;"doc";3
96947;"dont-land-on-v4.x";3
96947;"dont-land-on-v6.x";10
96947;"fs";1
96947;"http";1
96947;"in progress";1
96947;"inspector";2
96947;"install";1
96947;"land-on-v6.x";2
96947;"lib / src";1
96947;"lts-watch-v6.x";3
96947;"macos";1
96947;"meta";1
96947;"module";1
96947;"process";2
96947;"semver-minor";2
96947;"test";8
96947;"timers";1
96947;"tools";1
96947;"util";1
96947;"v8.x";1
96947;"windows";7
169553;"approved";2
169553;"cncf-cla: yes";2
169553;"kind/cleanup";1
169553;"lgtm";2
169553;"release-note";1
169553;"release-note-none";1
169553;"retest-not-required-docs-only";1
169553;"sig/cluster-lifecycle";2
169553;"sig/scheduling";1
169553;"size/XS";1
169553;"size/XXL";1
243674;"BC Break";3
243674;"Bug";11
243674;"Cache";1
243674;"Config";2
243674;"DependencyInjection";4
243674;"Deprecation";1
243674;"EventDispatcher";2
243674;"Feature";2
243674;"FrameworkBundle";2
243674;"HttpFoundation";1
243674;"Process";1
243674;"Ready";2
243674;"SecurityBundle";1
243674;"Status: Needs Review";16
243674;"VarDumper";1
243674;"Yaml";1
275871;"backported-to-v6.x";1
275871;"build";2
275871;"C++";1
275871;"doc";1
275871;"dont-land-on-v4.x";2
275871;"dont-land-on-v6.x";2
275871;"intl";2
275871;"lts-watch-v6.x";1
275871;"notable-change";1
275871;"tools";1
275871;"V8 Engine";1
289174;"async_hooks";2
289174;"async_wrap";2
289174;"backported-to-v8.x";1
289174;"C++";2
289174;"dont-land-on-v6.x";3
289174;"test";1
289174;"timers";1
