"author_id";"name";"count"
278;"approved";2
278;"cncf-cla: yes";2
278;"kind/api-change";1
278;"kind/bug";1
278;"lgtm";2
278;"priority/critical-urgent";1
278;"release-note";2
278;"sig/storage";2
278;"size/L";2
354;"approved";1
354;"area/kube-proxy";1
354;"cncf-cla: yes";1
354;"lgtm";1
354;"release-note-action-required";1
354;"sig/network";1
354;"size/S";1
20809;"addons";1
20809;"async_hooks";2
20809;"async_wrap";1
20809;"author ready";1
20809;"backported-to-v9.x";2
20809;"backport-requested-v8.x";4
20809;"baking-for-lts";1
20809;"benchmark";1
20809;"blocked";1
20809;"C++";8
20809;"cares";1
20809;"child_process";1
20809;"dgram";1
20809;"doc";1
20809;"domain";1
20809;"dont-land-on-v4.x";1
20809;"dont-land-on-v6.x";8
20809;"dont-land-on-v8.x";2
20809;"dont-land-on-v9.x";2
20809;"fast-track";10
20809;"fs";2
20809;"land-on-v6.x";4
20809;"land-on-v8.x";9
20809;"lib / src";5
20809;"lts-watch-v6.x";1
20809;"lts-watch-v8.x";2
20809;"net";1
20809;"notable-change";1
20809;"process";2
20809;"promises";1
20809;"semver-major";1
20809;"semver-minor";1
20809;"test";8
20809;"timers";1
20809;"tools";2
23304;"approved";12
23304;"area/kubeadm";1
23304;"cncf-cla: yes";17
23304;"do-not-merge";1
23304;"do-not-merge/hold";3
23304;"do-not-merge/work-in-progress";1
23304;"kind/api-change";2
23304;"lgtm";13
23304;"needs-rebase";1
23304;"release-note";8
23304;"release-note-none";9
23304;"sig/node";2
23304;"sig/openstack";2
23304;"sig/scheduling";1
23304;"size/L";2
23304;"size/M";5
23304;"size/S";2
23304;"size/XS";7
23304;"size/XXL";1
47313;"Status: Needs Review";10
47313;"Status: Needs Work";1
47313;"Status: Reviewed";2
52195;"backport-requested-v8.x";1
52195;"dont-land-on-v4.x";2
52195;"dont-land-on-v6.x";1
52195;"dont-land-on-v8.x";1
52195;"fs";1
52195;"notable-change";1
52195;"semver-major";1
52195;"stream";1
52195;"timers";1
87088;"approved";5
87088;"cncf-cla: yes";5
87088;"lgtm";5
87088;"release-note-none";5
87088;"retest-not-required";1
87088;"sig/api-machinery";1
87088;"sig/auth";1
87088;"size/M";1
87088;"size/S";2
87088;"size/XS";2
234659;"module";1
243674;"Bug";18
243674;"Cache";1
243674;"Config";1
243674;"Console";2
243674;"Debug";3
243674;"DependencyInjection";4
243674;"Deprecation";2
243674;"Feature";2
243674;"FrameworkBundle";1
243674;"HttpFoundation";2
243674;"HttpKernel";5
243674;"Performance";3
243674;"Ready";7
243674;"Routing";3
243674;"Status: Needs Review";9
243674;"Status: Needs Work";1
243674;"Status: Reviewed";16
243674;"WebProfilerBundle";1
275871;"assert";1
275871;"author ready";3
275871;"backported-to-v9.x";1
275871;"backport-requested-v6.x";1
275871;"backport-requested-v8.x";2
275871;"backport-requested-v9.x";1
275871;"baking-for-lts";1
275871;"build";2
275871;"C++";4
275871;"dont-land-on-v4.x";1
275871;"dont-land-on-v6.x";3
275871;"dont-land-on-v8.x";3
275871;"dont-land-on-v9.x";2
275871;"fast-track";2
275871;"fs";2
275871;"intl";1
275871;"land-on-v8.x";1
275871;"lib / src";2
275871;"performance";1
275871;"test";1
439929;"author ready";2
439929;"backport-requested-v6.x";1
439929;"backport-requested-v8.x";4
439929;"backport-requested-v9.x";1
439929;"benchmark";1
439929;"C++";9
439929;"cares";1
439929;"crypto";2
439929;"doc";2
439929;"dont-land-on-v4.x";5
439929;"dont-land-on-v6.x";16
439929;"dont-land-on-v8.x";3
439929;"dont-land-on-v9.x";1
439929;"errors";1
439929;"experimental";1
439929;"fast-track";3
439929;"fs";5
439929;"http2";15
439929;"in progress";3
439929;"land-on-v8.x";2
439929;"lib / src";8
439929;"lts-watch-v8.x";2
439929;"perf_hooks";4
439929;"performance";1
439929;"promises";1
439929;"security";1
439929;"semver-major";1
439929;"semver-minor";4
439929;"test";3
439929;"tls";1
439929;"V8 Engine";1
439929;"v9.x";2
576341;"approved";5
576341;"area/batch";1
576341;"cncf-cla: yes";5
576341;"kind/api-change";1
576341;"kind/bug";1
576341;"lgtm";5
576341;"priority/important-longterm";1
576341;"release-note";2
576341;"release-note-none";4
576341;"retest-not-required";1
576341;"sig/apps";1
576341;"sig/cli";1
576341;"size/L";1
576341;"size/S";2
576341;"size/XL";2
576341;"size/XS";1
576341;"status/approved-for-milestone";1
647318;"approved";1
647318;"cncf-cla: yes";1
647318;"lgtm";1
647318;"release-note-none";1
647318;"sig/api-machinery";1
647318;"size/L";1
