"author_id";"name";"count"
354;"approved";5
354;"cherrypick-approved";1
354;"cncf-cla: yes";6
354;"kind/bug";3
354;"kind/failing-test";1
354;"lgtm";5
354;"needs-rebase";1
354;"priority/critical-urgent";1
354;"release-note";1
354;"release-note-none";4
354;"retest-not-required";1
354;"sig/api-machinery";2
354;"sig/apps";1
354;"sig/cli";1
354;"sig/network";1
354;"sig/node";2
354;"size/L";1
354;"size/M";2
354;"size/XS";3
17607;"backported-to-v6.x";1
17607;"C++";2
17607;"debugger";1
17607;"doc";2
17607;"dont-land-on-v4.x";1
17607;"dont-land-on-v6.x";1
17607;"inspector";1
17607;"land-on-v6.x";1
17607;"meta";1
17607;"process";1
37310;"approved";4
37310;"area/security";1
37310;"cncf-cla: yes";4
37310;"kind/bug";2
37310;"lgtm";4
37310;"release-note-none";4
37310;"sig/auth";1
37310;"sig/cluster-lifecycle";1
37310;"size/M";1
37310;"size/S";1
37310;"size/XS";2
47313;"Bug";2
47313;"FrameworkBundle";1
47313;"HttpKernel";1
47313;"Status: Needs Review";7
47313;"Status: Reviewed";1
54666;"backport-requested-v6.x";1
54666;"C++";2
54666;"dont-land-on-v4.x";3
54666;"dont-land-on-v6.x";2
54666;"fs";2
54666;"in progress";1
54666;"lib / src";1
54666;"performance";3
54666;"semver-major";4
54666;"test";2
54666;"timers";1
54666;"tools";1
54666;"url-whatwg";2
54666;"util";1
57224;"DependencyInjection";1
57224;"Status: Needs Review";1
73419;"Config";1
73419;"Deprecation";1
73419;"DX";1
73419;"Feature";2
73419;"HttpKernel";1
73419;"Status: Needs Review";3
73419;"Status: Reviewed";1
73419;"TwigBridge";1
100893;"approved";2
100893;"cncf-cla: yes";4
100893;"do-not-merge";1
100893;"do-not-merge/cherry-pick-not-approved";1
100893;"do-not-merge/release-note-label-needed";1
100893;"lgtm";2
100893;"release-note-none";1
100893;"retest-not-required";1
100893;"size/M";1
100893;"size/XS";1
100893;"size/XXL";2
101553;"doc";1
101553;"dont-land-on-v4.x";2
101553;"dont-land-on-v6.x";2
101553;"land-on-v6.x";2
101553;"test";1
101553;"V8 Engine";3
101553;"vm";1
169553;"approved";5
169553;"area/test";2
169553;"cncf-cla: yes";5
169553;"kind/cleanup";3
169553;"lgtm";5
169553;"release-note";1
169553;"release-note-none";4
169553;"sig/cluster-lifecycle";1
169553;"sig/scalability";1
169553;"sig/scheduling";1
169553;"sig/storage";1
169553;"sig/testing";1
169553;"size/L";5
190447;"Bug";1
190447;"Feature";1
190447;"Routing";2
190447;"Status: Needs Review";1
190447;"Status: Reviewed";1
243674;"BC Break";1
243674;"Bug";15
243674;"Cache";3
243674;"Config";2
243674;"DependencyInjection";18
243674;"Deprecation";2
243674;"Feature";15
243674;"FrameworkBundle";4
243674;"HttpFoundation";3
243674;"HttpKernel";2
243674;"Ready";5
243674;"Routing";1
243674;"SecurityBundle";1
243674;"Status: Needs Review";39
243674;"Status: Needs Work";1
243674;"Status: Reviewed";7
243674;"VarDumper";2
243674;"Yaml";1
275871;"backport-requested-v6.x";2
275871;"buffer";1
275871;"C++";6
275871;"crypto";1
275871;"debugger";1
275871;"dont-land-on-v4.x";2
275871;"dont-land-on-v6.x";2
275871;"in progress";1
275871;"land-on-v4.x";1
275871;"land-on-v6.x";2
275871;"lib / src";2
275871;"lts-agenda";1
275871;"lts-watch-v6.x";2
275871;"memory";1
275871;"semver-major";1
275871;"semver-minor";1
275871;"tls";2
275871;"url-whatwg";1
275871;"v6.x";1
275871;"V8 Engine";2
275871;"vm";1
439929;"backported-to-v6.x";1
439929;"buffer";3
439929;"C++";6
439929;"dont-land-on-v4.x";4
439929;"dont-land-on-v6.x";4
439929;"errors";1
439929;"in progress";2
439929;"notable-change";1
439929;"security";1
439929;"semver-major";3
439929;"test";2
439929;"url-whatwg";3
451477;"approved";4
451477;"cncf-cla: yes";5
451477;"kind/bug";1
451477;"kind/failing-test";1
451477;"lgtm";4
451477;"queue/fix";1
451477;"release-note-none";5
451477;"size/L";2
451477;"size/M";1
451477;"size/S";1
451477;"size/XXL";1
576341;"approved";4
576341;"area/batch";2
576341;"area/workload-api/deployment";1
576341;"cncf-cla: yes";4
576341;"kind/api-change";1
576341;"kind/bug";2
576341;"lgtm";4
576341;"release-blocker";1
576341;"release-note";1
576341;"release-note-none";3
576341;"retest-not-required";1
576341;"sig/apps";2
576341;"size/L";2
576341;"size/S";1
576341;"size/XXL";1
677994;"build";1
677994;"doc";2
677994;"dont-land-on-v4.x";1
677994;"dont-land-on-v6.x";1
677994;"fs";1
677994;"lib / src";1
677994;"meta";1
677994;"stalled";1
696611;"build";1
696611;"doc";1
696611;"land-on-v6.x";1
718899;"assert";1
718899;"backport-requested-v6.x";1
718899;"benchmark";4
718899;"buffer";3
718899;"C++";1
718899;"child_process";5
718899;"cluster";1
718899;"doc";5
718899;"domain";1
718899;"dont-land-on-v4.x";3
718899;"dont-land-on-v6.x";9
718899;"http";3
718899;"land-on-v6.x";11
718899;"lib / src";1
718899;"lts-watch-v6.x";1
718899;"meta";1
718899;"module";1
718899;"net";1
718899;"process";1
718899;"readline";1
718899;"semver-major";1
718899;"stalled";1
718899;"test";13
718899;"tls";1
718899;"tools";2
718899;"url";1
718899;"v6.x";1
730123;"approved";10
730123;"area/apiserver";1
730123;"cncf-cla: no";1
730123;"cncf-cla: yes";10
730123;"do-not-merge/release-note-label-needed";1
730123;"kind/bug";3
730123;"kind/cleanup";2
730123;"lgtm";10
730123;"lifecycle/frozen";1
730123;"needs-rebase";2
730123;"release-note";1
730123;"release-note-none";9
730123;"retest-not-required";4
730123;"size/L";5
730123;"size/M";2
730123;"size/S";1
730123;"size/XS";3
826111;"approved";2
826111;"cncf-cla: yes";3
826111;"lgtm";1
826111;"needs-rebase";1
826111;"release-note-none";2
826111;"size/L";1
826111;"size/M";1
826111;"size/S";1
899444;"build";1
899444;"C++";1
899444;"crypto";2
899444;"dgram";1
899444;"doc";1
899444;"dont-land-on-v4.x";4
899444;"dont-land-on-v6.x";5
899444;"repl";1
899444;"semver-major";4
899444;"semver-minor";1
899444;"test";1
899444;"tls";1
899444;"tty";1
899444;"util";1
