"author_id";"name";"count"
354;"approved";1
354;"area/controller-manager";1
354;"cncf-cla: yes";2
354;"kind/bug";1
354;"lgtm";1
354;"release-note-none";2
354;"retest-not-required-docs-only";1
354;"sig/api-machinery";2
354;"size/S";1
354;"size/XL";1
23304;"approved";3
23304;"cncf-cla: yes";4
23304;"lgtm";3
23304;"release-note-none";4
23304;"sig/node";1
23304;"size/S";2
23304;"size/XS";1
23304;"size/XXL";1
47313;"Bug";1
47313;"DebugBundle";1
47313;"Feature";1
47313;"Routing";1
47313;"Status: Needs Review";11
52195;"dont-land-on-v4.x";1
52195;"dont-land-on-v6.x";2
52195;"http2";1
52195;"querystring";1
54666;"C++";1
54666;"dont-land-on-v4.x";1
54666;"dont-land-on-v6.x";2
54666;"dont-land-on-v8.x";1
54666;"tls";1
96947;"backported-to-v8.x";1
96947;"backport-requested-v6.x";1
96947;"build";4
96947;"C++";1
96947;"CI / flaky test";1
96947;"crypto";1
96947;"doc";2
96947;"dont-land-on-v4.x";1
96947;"dont-land-on-v6.x";3
96947;"libuv";1
96947;"process";2
96947;"python";2
96947;"test";2
96947;"tools";3
96947;"v6.x";2
96947;"windows";3
243674;"Bug";24
243674;"Cache";5
243674;"Config";2
243674;"Console";1
243674;"Debug";1
243674;"DependencyInjection";18
243674;"Deprecation";1
243674;"Feature";9
243674;"FrameworkBundle";4
243674;"HttpFoundation";1
243674;"HttpKernel";3
243674;"Status: Needs Review";44
243674;"Status: Reviewed";1
243674;"TwigBundle";1
243674;"VarDumper";7
275871;"backport-requested-v6.x";1
275871;"build";2
275871;"C++";3
275871;"cares";1
275871;"console";1
275871;"dns";1
275871;"dont-land-on-v6.x";3
275871;"dont-land-on-v8.x";1
275871;"fs";1
275871;"http2";1
275871;"land-on-v6.x";2
275871;"land-on-v8.x";1
275871;"lib / src";1
275871;"lts-agenda";1
275871;"notable-change";1
275871;"python";1
275871;"semver-minor";1
298299;"approved";4
298299;"cherrypick-approved";2
298299;"cncf-cla: yes";5
298299;"kind/bug";1
298299;"lgtm";4
298299;"queue/fix";1
298299;"release-note";2
298299;"release-note-none";3
298299;"sig/api-machinery";1
298299;"size/L";2
298299;"size/M";1
298299;"size/XS";2
408368;"Status: Needs Review";2
408368;"Validator";1
439929;"async_hooks";1
439929;"async_wrap";1
439929;"backported-to-v8.x";1
439929;"backport-requested-v6.x";1
439929;"blocked";1
439929;"build";3
439929;"C++";7
439929;"console";1
439929;"doc";4
439929;"dont-land-on-v4.x";1
439929;"dont-land-on-v6.x";11
439929;"errors";1
439929;"fs";1
439929;"http";1
439929;"http2";4
439929;"in progress";1
439929;"land-on-v6.x";3
439929;"lib / src";6
439929;"libuv";1
439929;"meta";3
439929;"module";1
439929;"n-api";1
439929;"notable-change";2
439929;"path";1
439929;"performance";1
439929;"process";1
439929;"semver-major";4
439929;"semver-minor";3
439929;"stalled";1
439929;"stream";1
439929;"test";3
439929;"timers";1
439929;"v8.x";3
463737;"cla: yes";1
576341;"approved";4
576341;"area/audit";1
576341;"area/workload-api/cronjob";1
576341;"cncf-cla: yes";4
576341;"kind/new-api";1
576341;"lgtm";4
576341;"release-note";3
576341;"release-note-none";1
576341;"sig/apps";2
576341;"sig/auth";1
576341;"size/L";1
576341;"size/S";1
576341;"size/XL";1
576341;"size/XXL";1
676637;"approved";7
676637;"cherrypick-approved";2
676637;"cncf-cla: yes";7
676637;"lgtm";7
676637;"release-note";1
676637;"release-note-none";6
676637;"sig/node";1
676637;"size/M";1
676637;"size/S";1
676637;"size/XS";5
718899;"assert";1
718899;"backported-to-v6.x";1
718899;"backported-to-v8.x";2
718899;"benchmark";6
718899;"C++";1
718899;"child_process";3
718899;"cluster";2
718899;"console";2
718899;"dgram";1
718899;"doc";6
718899;"dont-land-on-v4.x";3
718899;"dont-land-on-v6.x";15
718899;"dont-land-on-v8.x";2
718899;"fs";3
718899;"http2";1
718899;"land-on-v6.x";9
718899;"lib / src";3
718899;"lts-watch-v6.x";2
718899;"macos";1
718899;"module";1
718899;"notable-change";1
718899;"openssl";1
718899;"os";1
718899;"process";1
718899;"readline";3
718899;"semver-major";1
718899;"semver-minor";2
718899;"test";17
718899;"timers";1
718899;"tls";2
718899;"tools";4
718899;"v4.x";1
718899;"v6.x";4
718899;"v8.x";3
718899;"zlib";1
730123;"approved";19
730123;"cncf-cla: yes";22
730123;"do-not-merge";1
730123;"kind/api-change";2
730123;"kind/cleanup";2
730123;"kind/flake";1
730123;"kind/new-api";1
730123;"lgtm";20
730123;"needs-rebase";1
730123;"priority/important-soon";1
730123;"queue/critical-fix";1
730123;"release-note";1
730123;"release-note-none";14
730123;"retest-not-required";1
730123;"sig/api-machinery";1
730123;"size/L";6
730123;"size/M";7
730123;"size/S";3
730123;"size/XL";2
730123;"size/XS";2
730123;"size/XXL";1
837034;"approved";4
837034;"cncf-cla: yes";4
837034;"lgtm";4
837034;"release-note";1
837034;"release-note-none";3
837034;"retest-not-required-docs-only";1
837034;"size/M";2
837034;"size/XL";1
837034;"size/XXL";1
899444;"addons";2
899444;"async_hooks";2
899444;"async_wrap";2
899444;"backport-requested-v6.x";4
899444;"baking-for-lts";2
899444;"buffer";1
899444;"C++";21
899444;"cares";3
899444;"child_process";1
899444;"console";1
899444;"doc";1
899444;"dont-land-on-v4.x";8
899444;"dont-land-on-v6.x";22
899444;"dont-land-on-v8.x";3
899444;"fs";1
899444;"http2";7
899444;"inspector";1
899444;"land-on-v6.x";3
899444;"lib / src";7
899444;"lts-watch-v6.x";2
899444;"meta";4
899444;"n-api";2
899444;"net";2
899444;"os";1
899444;"performance";2
899444;"semver-major";1
899444;"semver-minor";2
899444;"stream";1
899444;"test";4
899444;"timers";1
899444;"tls";1
899444;"tools";1
899444;"url-whatwg";1
899444;"util";1
899444;"v8.x";3
899444;"zlib";3
903617;"approved";11
903617;"area/kubectl";1
903617;"area/kubelet";7
903617;"area/kubelet-api";7
903617;"area/test";1
903617;"cncf-cla: yes";11
903617;"kind/bug";4
903617;"lgtm";11
903617;"priority/important-soon";3
903617;"release-note";1
903617;"release-note-none";10
903617;"sig/cli";1
903617;"sig/cluster-lifecycle";1
903617;"sig/node";9
903617;"size/L";3
903617;"size/M";1
903617;"size/S";1
903617;"size/XL";2
903617;"size/XS";3
903617;"size/XXL";1
947971;"approved";3
947971;"area/cloudprovider";1
947971;"cncf-cla: yes";4
947971;"do-not-merge/work-in-progress";1
947971;"kind/api-change";1
947971;"lgtm";3
947971;"lifecycle/rotten";1
947971;"release-note";1
947971;"release-note-none";3
947971;"sig/api-machinery";1
947971;"sig/cluster-lifecycle";1
947971;"sig/scheduling";1
947971;"size/M";2
947971;"size/XL";2
980082;"approved";21
980082;"area/security";1
980082;"cherrypick-approved";6
980082;"cncf-cla: yes";24
980082;"do-not-merge";2
980082;"do-not-merge/release-note-label-needed";1
980082;"do-not-merge/work-in-progress";1
980082;"kind/api-change";1
980082;"kind/bug";2
980082;"kind/design";1
980082;"kind/failing-test";3
980082;"lgtm";21
980082;"needs-rebase";1
980082;"queue/blocks-others";1
980082;"queue/fix";5
980082;"release-note";10
980082;"release-note-none";12
980082;"retest-not-required";1
980082;"retest-not-required-docs-only";1
980082;"sig/api-machinery";3
980082;"sig/auth";3
980082;"sig/cli";1
980082;"sig/scalability";1
980082;"sig/storage";1
980082;"size/L";4
980082;"size/M";9
980082;"size/S";2
980082;"size/XL";1
980082;"size/XS";7
980082;"size/XXL";1
1047696;"Bug";2
1047696;"DependencyInjection";5
1047696;"Deprecation";4
1047696;"Feature";5
1047696;"SecurityBundle";1
1047696;":snowflake: Feature Freeze";1
1047696;"Status: Needs Review";5
1047696;"Status: Needs Work";1
1047696;"Status: Reviewed";1
1163175;"approved";3
1163175;"cncf-cla: yes";3
1163175;"do-not-merge/release-note-label-needed";1
1163175;"kind/api-change";1
1163175;"lgtm";2
1163175;"lifecycle/rotten";1
1163175;"needs-rebase";1
1163175;"release-note-none";2
1163175;"sig/api-machinery";1
1163175;"sig/cli";1
1163175;"size/L";1
1163175;"size/XL";1
1163175;"size/XXL";1
1332699;"approved";5
1332699;"cncf-cla: yes";5
1332699;"lgtm";4
1332699;"release-note-none";5
1332699;"size/L";5
1431969;"approved";5
1431969;"cncf-cla: yes";5
1431969;"lgtm";5
1431969;"release-note";2
1431969;"release-note-none";3
1431969;"retest-not-required-docs-only";1
1431969;"sig/cli";1
1431969;"sig/node";1
1431969;"sig/scalability";1
1431969;"size/M";2
1431969;"size/S";1
1431969;"size/XS";2
1538624;"C++";3
1538624;"dont-land-on-v4.x";1
1538624;"dont-land-on-v6.x";1
1538624;"encoding";1
1538624;"errors";1
1538624;"inspector";1
1538624;"lib / src";1
1538624;"path";1
1538624;"semver-major";1
1538624;"url-whatwg";1
1538624;"v6.x";1
1538624;"v8.x";1
1538624;"vm";1
1613024;"approved";2
1613024;"cncf-cla: yes";3
1613024;"do-not-merge";1
